,comment,like,time,title_list
866,T1 fighting,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
867,El rey demonio ha vuelto a reinar la grieta del invocador. Su reinado será largo. Será hasta el próximo año quién consiga hacerse con su trono.,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
868,더샤이 화이팅,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
869,Gods really grew on me.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
870,가자 티원,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
871,이제 부두술 그만한다... 티원 꼭 우승하자,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
872,"ugly crying rnnn coz  of ""The third trophy was for myself. The fourth trophy... is for my teammates."" win or lose maiiyak me",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
873,노래를 진짜 잘만든다,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
874,10년 전 소년의 꿈이 신화로서의 방점이 찍히기를 바랍니다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
875,99.99% of the viewers is on T1's side,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
876,Pls pls pls win for keria .I can't see tear in his eyes,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
877,can we talk about the arrangement? i need a piano cover so bad,1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
878,VAMOOOOOOO LOS TIGUUAAAAAN!!!!!!! ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
879,페이커 우승가자..,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
880,대상혁..let`s go,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
881,"wbg can't no contest at all, jdg was more intense",2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
882,I Cry when Faker Smile,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
883,Oner did not get a chance to say anything. They did my man dirty.,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
884,"""이것이 전우치의 후예 한국의 부두술이다""",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
885,웨이보는 왜 강팀이 되었나,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
886,영원하라 대상혁,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
887,Ok but that piano cover of Gods at the beginning slapped,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
888,THE CHILLSSSSSS,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
889,BEST T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
890,페이커 왤케 죽일듯이 쳐다보냐 ㅋㅋㅋㅋㅋ,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
891,JUST THE G.O.A.TLET'S GO FAKER,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
892,노래가 와… 눈물난다..,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
893,Faker's Transitions are PEAK>>>>>>>>>>>>>>>>>,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
894,FAKER.....  A CAPTAIN...,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
895,0:40 이번에 우승하고 고향에 돌아가 그녀와 결혼을 약속하겠어..!,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
896,2023 T1 in Worlds = 2022 Argentina in WC,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
897,ngl i cried watching this,0,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
898,Simplemente cine ,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
899,lezgo T1!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
900,와 ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
901,This teaser is so goooooood,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
902,Best teaser yet,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
903,웨이보가 이긴다면 그녀에게 고백하겠어,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
904,2nd trophy i will savour it,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
905,It's sad we never see this T1 roster to win Worlds... GO WBG!!!!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
906,lmao dont be sad now they swept WBG 3-0,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
907,스벌 벌써 눈물이....하나이를 먹었다 내가,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
908,de main caracter é  facil,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
909,Really hype !!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
910,goosebumps,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
911,GG WP T1 <3 GIGACHAD ZEUS!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
912,Stop making a KDrama vibe on League Teaser! Im crying af!!!! ,1,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
913,chills,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
914,눈물이 핑도네 후....ㅠㅠ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
915,혁아..해줘... 부탁이야.. 해줘 ㅠㅠ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
916,숭배하러 다시 왔습니다.. 대 상 혁 대 황 슼,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
917,Semi finals video was way better,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
918,Really wish I could cheer for Faker. But TheShy deserves another championship. Plus Keria will be crying again on stage lol,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
919,LET GO THESHYYYYYY,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
920,Chills!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
921,Epic ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
922,Only Faker is saying that is winning for his teammate,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
923,Pentakill Song titled Unkillable Demon King for next year's World's please,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
924,fourth trophy was for my teammate goddayum,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
925,글로벌 채널에서 한국어로 진행 ㄷㄷㄷ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
926,10年 睇左T1 十年 Faker 同隊友一齊拎第四冠吧,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
927,아니 근데 프로게이머들은 뭔가 다 하는 행동이 왜이리 어슬프냐 ㅋㅋ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
928,I like this style on the teasers....only one becomes the dragon ig,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
929,나만 눈물 나냐,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
930,me excite demasiado,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
931,Tangina naiyak ako ! ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
932,LPL 4시드? 우린 서머 5위에서 시작했다!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
933,T1 가자!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
934,T1 2024 ZOFGK GOGO!,2,10 hours ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
935,t1 go！,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
936,"is there an audio only for this, the sound is so emotional :>",0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
937,I love league of legends,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
938,Its too much hype for t1 if they lose it would be disastrous,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
939,Wbg let’s go,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
940,T1 BURNS DOWN LPL,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
941,웨이보 개쌔보인다. T1이 이길수 있을까?,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
942,Glory to the Demon King,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
943,How do they make these videos? When do the players have time to record??,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
944,5:03 울컥하네,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
945,LETS GO T1!!!! LETS GO FAKER!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
946,영광을 되찾읍시다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
947,T1 Forever,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
948,This teaser is  amazing,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
949,10년 동안 대단하다.....,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
950,Faker = RESPECT,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
951,t1 fighting,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
952,The 4th is for my teammates ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
953,제오페구케...Let's go,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
954,티원 제발 해줘 ㅜㅠ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
955,눈물이 난다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
956,Theshy literally suffering from success my man,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
957,T1 3-0 WBG,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
958,i will wax my pubic hair forever if  T1 wins,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
959,WINTER IS HERE WIAHOU sacked the whole year for this he learned from beryL,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
960,"Comeon t1 win it this time, enough with runner up place, we will win the world. Pick aggressive champ like aatrox leesin, bard, aplhelios and oriana. Plzzz dont pick gragas top, ziggs adc or nautilus mid. I still traumatized with last year pick. So lets try our best give all out and win the world!!!!",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
961,Let’s gooooo,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
962,helloooo can someone please share to me the songs played during the countdown? i really can't find the song in their spotify playlist. it's the upbeat one with the chinese part at the beginning. ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
963,Why not last light of the lck line . Korea's last hope is t1. Last hope is the goat Faker.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
964,QUE LOCURA,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
965,熊哥哥加油,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
966,GOD! I feel so overwhelmed hlep!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
967,小虎講話真的有夠像話劇社的,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
968,이무기 ㄷㄷ 라오허,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
969,갓갓갓 !,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
970,이게 뭐라고 눈물나냐,1,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
971,Please win for keria . I do not want see him cry again,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
972,T1 FAKER,0,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
973,"4 chinese can't win is real, kudos for the best player in T1 team: TheShy",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
974,LETSSSSSSSSSSSS GOOOOOOOOOOOO T111111111111111111111111,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
975,wbgfighting！,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
976,Holysht i almost cried!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
977,Its not lpl vs lck its T1 VS LPL and they like that odds.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
978,T1이라는 팀 자체가 된 페이커,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
979,Common T1 WIN my Parlay ️,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
980,GREAT!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
981,小虎在预告里说凛冬将至，这是在给自己上debuff啊！要说初夏将至才对,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
982,Awesome intro,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
983,"HOLY KODASLD,APSDALÇ K,SKAOD,AS..KAE OMG IM SO HYPED",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
984,Faker: the fourth trophy is for my teammate...OMG fakkeerrr,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
985,GO WEIBO!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
986,미친 소름....,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
987,우승하면 오열하겟네 이것만봐도 눈물나는데ㅅㅂ,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
988,OMG 好好看,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
989,I like those odds,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
990,티원 우승 확정 3대1 승 풍악을 울려랏 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
991,"PLEASE T1, PLEASE FAKE GET IT",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
992,FAKERT1Let's go！！！！！！！！！！！！！！,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
993,T1 win ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
994,Today's my Birthday and My Only wish is for T1 to win...,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
995,WIIIH NANGISS BGTT CUY,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
996,Bro got addicted to making those sick faker transitions huh? Fine bro I’ll root for T1 I GUESS gyaaaaaaat,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
997,Well The Shy was trying so hard to get military exemption.,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
998,Nhà Vua đã trở lại ngai vàng của ngài.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
999,New t1 championship skins please,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1000,제발 져라 티원 제발 하느님 아버지 ㅠㅠ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1001,here again tnx T1,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1002,Weibo 3 - t1 2,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1003,Stay Standing !!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1004,im defnitely not crying T-T,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1005,"Faker Please, Just get your forth champion back!",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1006,Keria my wntire world is for you,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1007,"The crown is calling his master back go and get it, Faker",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1008,Ssi bal!!!! No doubt!!!,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1009,dopa 說the shy 比faker 強 讓我們拭目以待,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1010,why am I emotional... bruh.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1011,this video goes so hard wtf,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1012,와 진짜 ㅈ된다..,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1013,LETS GOO T111 FAKER GO RECLAIM THAT TROPHY AGAINNN,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1014,Faker is just collecting trophies at this point.,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1015,We are League of Legends.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1016,please drop the instrumental and minus1 its so goood,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1017,T1 3-0 easy,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1018,"""팀을 위한거""",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1019,미쳤다,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1020,TheShy forever,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1021,FALTAM 999 MIL,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1022,Fourth trophy for the teammates.......,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1023,THIS IS IT,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1024,Oh right. Almost forgot worlds was still happening ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1025,T1 3-0,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1026,They should really change the name to .... League of Teasers.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1027,AND THEY LIKE THOSE ODDS!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1028,GODS!!!!!!!!!!!!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1029,"why i think when xiaohu started speaking, it sounds funny ",2,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1030,這個前導片有夠沒感覺的，差評T1對JDG那前導片才是這屆最佳,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1031,"沒有Faker,  LOL就失去了精神",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1032,"Silencio, inicio mi novela ",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1033,SHEEEEEEESH!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1034,"Mom, the last teaser of the Season dropped!",0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1035,4:55 GOD,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1036,You guys gotta put this thing out 1 day earlier lol,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1037,when are we getting a moment and memories,0,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1038,Lets go China,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1039,Faker ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1040,"Faker will fumble the bag, just kidding.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1041,Man weibo got ran through.,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1042,무기혁ㄷㄷ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1043,4:44 S2 TPA,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1044,LETS GO T1!!!!!!!! WOOOOOOOHHHHH THE GOAT AND HIS KINGS WIN!,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1045,the best teaser ever,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1046,ZOFGK FIGHTING,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1047,Best teaser ever.,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1048,THEY REALLY CANT HIDE THE SCRIPT IM BAULING MY EYES OUT WTF,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1049,티원을 믿지 누굴 믿겠어,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1050,울뻔했네,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1051,시이퍼얼... !!!!!!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1052,와 지럈다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1053,WINNNN!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1054,epic,1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1055,개 미 친 대 상 혁..,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1056,싸이발 상혁이형!!!!!!대 상 혁,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1057,지렷내,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1058,not me getting emotional ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1059,捧盃吧李相赫！,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1060,Faker lo entendió,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1061,To me this is cinema,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1062,"Faker: nah, i'd win.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1063,es un videos para t1que le den la copa a t1 si tanto peso tiene en la conmebol,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1064,T1 Winner,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1065,버스에서 보고 울뻔,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1066,Yeees letssss goooo,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1067,말도안돼..말도안돼..말도안돼..,2,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1068,The dragon is black (T1:>>>),0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1069,wonderful movie!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1070,flash on D vs flash on F,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1071,Best teaser ever made,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1072,용준좌 forever,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1073,가즈아아아아아아아아아아아,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1074,Is T1 the Final,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1075,i'm crying,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1076,T1 win,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1077,HYPE,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1078,Me atrapaste... Es cine ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
1079,faker watching theshy its mean :)) we will detroys you ,1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
